phage_acc,host_acc,host_organism,label,source,confidence,notes
PX943615.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX943615.1
PX974239.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX974239.1
PX974333.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX974333.1
PX974239.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX974239.1
PX974239.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX974239.1
PX974239.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX974239.1
PZ050808.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ050808.1
PZ050808.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ050808.1
PZ050808.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ050808.1
PZ050808.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ050808.1
PZ036784.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ036784.1
PZ036784.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ036784.1
PZ036784.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ036784.1
PZ036784.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ036784.1
PX974333.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX974333.1
PX872917.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX872917.1
PX872915.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX872915.1
NC_108342.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:NC_108342.1
PX979746.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX979746.1
PX946034.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX946034.1
PX946034.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX946034.1
PX946034.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX946034.1
PX843005.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX843005.1
PX843005.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX843005.1
PX843005.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX843005.1
PX843005.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX843005.1
PZ022450.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ022450.1
PZ022450.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ022450.1
PZ022450.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ022450.1
PZ022450.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ022450.1
PX979746.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX979746.1
PX979746.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX979746.1
PX997131.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX997131.1
PX979746.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX979746.1
PX529685.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX529685.1
PX529685.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX529685.1
PX529685.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX529685.1
PX529685.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PX529685.1
PQ890122.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PQ890122.1
PQ890122.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PQ890122.1
PQ890122.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PQ890122.1
PQ890122.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:PQ890122.1
LC890683.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:LC890683.1
LC890683.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:LC890683.1
LC890683.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Salmonella|NCBI:LC890683.1
PX946034.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX946034.1
PX997131.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX997131.1
PX872915.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX872915.1
PX969080.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX969080.1
PX872915.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX872915.1
PX974311.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX974311.1
PX974311.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX974311.1
PX974311.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX974311.1
PX974311.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX974311.1
PX974331.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX974331.1
PX974331.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX974331.1
PX974331.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX974331.1
PX974331.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX974331.1
PX969080.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX969080.1
PX969080.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX969080.1
PX969080.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX969080.1
PZ000752.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ000752.1
PX997131.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX997131.1
PZ000752.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ000752.1
PZ000752.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ000752.1
PZ000752.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ000752.1
PZ000751.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ000751.1
PZ000751.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ000751.1
PZ000751.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ000751.1
PZ000751.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ000751.1
PV506378.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PV506378.1
PV506378.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PV506378.1
PV506378.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PV506378.1
PV506378.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PV506378.1
PX997131.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PX997131.1
PZ055533.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055533.1
PZ055533.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055533.1
PZ055533.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055533.1
PV296012.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV296012.1
PV231355.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV231355.1
PV231355.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV231355.1
PQ805431.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PQ805431.1
PQ805431.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PQ805431.1
PQ805431.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PQ805431.1
PQ805431.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PQ805431.1
NC_102108.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:NC_102108.1
NC_102108.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:NC_102108.1
NC_102108.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:NC_102108.1
NC_102108.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:NC_102108.1
PV296012.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV296012.1
PV296012.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV296012.1
PV296012.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV296012.1
PV231355.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV231355.1
PV037644.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV037644.1
PV037644.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV037644.1
PV037644.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV037644.1
PV037644.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV037644.1
PV261948.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV261948.1
PV261948.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV261948.1
PV261948.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV261948.1
PV261948.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV261948.1
PQ758588.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PQ758588.1
PQ758588.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PQ758588.1
PQ758588.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PQ758588.1
PQ758588.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PQ758588.1
PV231355.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV231355.1
PV504775.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV504775.1
PZ055534.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055534.1
NZ_CP007800.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:NZ_CP007800.1
NC_108593.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:NC_108593.1
NC_108593.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:NC_108593.1
NC_108593.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:NC_108593.1
NC_108593.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:NC_108593.1
PV449003.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV449003.1
PV449003.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV449003.1
PV449003.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV449003.1
PV449003.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV449003.1
NZ_CP008698.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:NZ_CP008698.1
NZ_CP008698.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:NZ_CP008698.1
NZ_CP008698.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:NZ_CP008698.1
NZ_CP008698.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:NZ_CP008698.1
NZ_CP007800.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:NZ_CP007800.1
PV504775.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV504775.1
NZ_CP007800.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:NZ_CP007800.1
NZ_CP007800.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:NZ_CP007800.1
MZ357961.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:MZ357961.1
MZ357961.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:MZ357961.1
MZ357961.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:MZ357961.1
MZ357961.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:MZ357961.1
PV504776.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV504776.1
PV504776.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV504776.1
PV504776.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV504776.1
PV504776.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV504776.1
PV504775.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV504775.1
PV504775.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PV504775.1
PQ571292.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PQ571292.1
PQ571292.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PQ571292.1
PQ571292.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PQ571292.1
PZ055538.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055538.1
PZ105927.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ105927.1
PZ105927.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ105927.1
PZ105927.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ105927.1
PZ091928.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ091928.1
PZ091928.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ091928.1
PZ091928.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ091928.1
PZ091928.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ091928.1
PZ055536.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055536.1
PZ055536.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055536.1
PZ055536.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055536.1
PZ055536.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055536.1
PZ055538.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055538.1
PZ055538.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055538.1
PQ571292.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PQ571292.1
PZ055538.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055538.1
PZ055537.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055537.1
PZ055537.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055537.1
PZ055537.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055537.1
PZ055537.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055537.1
PZ055535.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055535.1
PZ055535.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055535.1
PZ055535.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055535.1
PZ055535.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055535.1
PZ055534.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055534.1
PZ055534.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055534.1
PZ055534.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ055534.1
PZ105927.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ105927.1
PZ099670.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ099670.1
PZ099670.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ099670.1
PZ099670.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Klebsiella|NCBI:PZ099670.1
PQ571287.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PQ571287.1
PQ571287.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PQ571287.1
PQ571287.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PQ571287.1
PQ571287.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PQ571287.1
PQ571267.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PQ571267.1
PQ571267.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Bacillus|NCBI:PQ571267.1
